Create Date,UUID,Date column,Model,Mileage,Number column,Year,Make,Price,Zip Code,Update Date,VIN,String column
12/1/2017,150993396660,40870,GILV,153262,1435997,2017,MYDO,"$16,534.00",53185,12/9/2016,809381899,WBRO
1/9/2010,262751375340,41418,ASBC,102256,120092,2012,YDBM,"$22,431.00",26039,11/9/2019,477570343,FLBR
1/27/2011,387209804245,40826,UOTJ,244725,573371,2010,HFNU,"$15,411.00",45602,7/4/2011,625370223,XDXE
5/17/2006,136064335106,43324,DEQP,30462,390909,1992,JAUW,"$25,082.00",81352,6/22/2020,565397640,HKGT
4/23/2012,865254367647,42224,UHQW,207280,373284,2001,PCKD,"$29,332.00",27085,9/24/2011,265014460,ORJH
8/26/2015,671135564823,41523,VGDF,214233,910510,1982,UTFP,"$25,071.00",12078,4/25/2010,786762708,WNXH
4/16/2018,246370978121,38777,QMAW,177458,316001,2019,IQQY,"$8,655.00",47303,7/9/2012,406896009,NTYH
4/16/2019,594611092260,40006,RSLJ,201304,397231,1992,XXMB,"$9,120.00",5136,4/5/2016,698228523,NFNN
6/10/2020,189377066668,41478,NSJK,202464,992383,2014,YDMK,"$26,414.00",7026,3/20/2011,362339881,LONK
8/5/2018,592910826567,43608,BWCY,57394,784572,1993,JNCV,"$14,304.00",66952,10/4/2020,418432089,CYVN
6/18/2016,426189246356,42101,MWRL,232764,137236,1994,DDMB,"$15,196.00",23939,5/15/2010,718172702,YEGE
9/5/2007,686217058065,42656,CFKD,43898,1186011,1991,SFFL,"$23,805.00",67618,12/26/2005,710814295,QKCE
6/5/2012,456654979896,43545,XNSP,22431,1401720,2018,FEWD,"$13,157.00",37723,8/28/2013,736580894,PBIT
8/27/2006,275112764362,38635,AEKV,224684,1129674,1993,QYEW,"$17,525.00",83485,4/30/2018,509866346,RKRL
1/20/2010,551966487875,42595,WQGF,205125,294750,1996,FVHJ,"$18,434.00",35501,5/20/2016,873571030,UHYB
5/21/2009,530547000662,43902,CGGP,77778,1169505,1999,IMBK,"$8,448.00",2591,6/21/2009,944749179,MESF
8/22/2009,571672640051,43939,HQTJ,66801,97227,1997,XNEQ,"$11,508.00",29026,7/8/2020,493330073,CHDC
4/21/2007,744431436909,38534,LROR,38336,893858,2017,VPWA,"$9,715.00",81669,11/5/2010,807161881,JYYK
2/3/2009,559362281186,38375,YTNH,220924,636715,1995,AGXH,"$26,173.00",10295,6/14/2008,252710820,SCUY
4/1/2009,811274354284,41990,RITX,51972,1124452,2014,OGXY,"$20,141.00",86575,10/26/2005,325552559,KGEU
8/13/2008,800236624714,40011,URQX,24379,1251443,2010,MTHA,"$23,327.00",67378,7/5/2013,185963924,BNLD
7/6/2014,166637702299,39377,ECKY,46504,807355,1980,XCQK,"$10,372.00",87360,6/25/2016,367545875,ELKA
6/4/2019,509102981636,40672,YRWY,208335,1041284,1986,DUJK,"$22,624.00",79356,1/19/2007,632842083,XFWS
9/18/2018,769471963932,41628,HUFQ,146645,987031,2020,MCRS,"$22,323.00",13418,6/18/2011,751977497,FPGE
7/28/2015,199198481317,44131,NROI,81389,677085,2006,LYQJ,"$14,069.00",83607,11/29/2013,166776423,EWSC
12/13/2014,918967692258,41637,WOYH,246771,372023,2002,OUGD,"$12,788.00",46228,10/17/2018,224169919,RHAY
2/19/2014,635401700871,41795,VSFC,18134,345833,2012,BSVL,"$15,103.00",33309,12/26/2018,507733920,PDOK
11/23/2010,736702001442,38835,CKNN,73787,906640,2005,JEQK,"$29,082.00",51270,12/16/2009,828853179,VIWR
7/3/2020,844828108121,39277,FVXK,131105,1394831,1997,YTFP,"$20,124.00",33592,10/30/2009,755695165,MPLW
8/14/2018,698600904392,42467,AYEG,177194,403054,2005,UKIE,"$5,670.00",35555,12/23/2018,708043801,NDCT
12/1/2012,583866288633,39511,BVKJ,27482,553204,2013,JNSR,"$29,062.00",65067,1/28/2007,384834714,KJQF
8/30/2008,153450253607,42120,NVNX,235963,518863,1990,FLJA,"$8,572.00",92514,8/31/2006,292670695,TOGJ
6/6/2011,904039513107,39402,MDGS,205351,55612,2020,ATQF,"$23,833.00",9752,6/30/2009,970149573,MUWD
9/18/2010,233043080594,39629,HNMR,73958,1080852,1982,XUFX,"$13,053.00",36211,5/2/2012,941016049,LGSC
9/5/2013,525629171497,42124,YNQJ,145795,1128280,2017,VLPO,"$16,576.00",81045,2/17/2014,622486362,AJCD
12/11/2015,719038282138,40587,XXQL,94563,1138925,1997,YBDP,"$13,771.00",77121,5/5/2007,181172577,WBNP
6/16/2014,194040885059,40113,KXDU,155524,403145,1980,ERVL,"$28,685.00",3383,3/1/2016,424993705,MYDB
8/14/2009,741525840854,38981,GKAV,247472,253045,2007,VYHC,"$23,287.00",92461,10/25/2006,923571820,TIWL
3/17/2005,131015318509,43369,YIMR,177481,651722,2016,UJKG,"$15,002.00",73398,11/29/2005,654619815,VEMS
10/15/2007,410260114067,38726,FGXP,99433,388953,1984,NGHN,"$14,920.00",55647,1/7/2010,740882309,LQUK
12/14/2020,592875625552,39494,IUFL,234211,507702,2004,SPRP,"$28,166.00",80510,6/8/2009,142342390,MUBW
12/31/2006,420460628606,40454,QJGK,169985,1277357,1981,CHKY,"$26,657.00",18205,1/21/2020,141706014,JHIG
11/11/2018,348271070645,41406,QVHB,46673,843510,1993,DYBC,"$24,285.00",46303,1/5/2013,551629022,UCIQ
5/27/2018,187728488257,42096,XUEN,119991,910518,2020,JRSQ,"$5,620.00",59305,3/6/2007,849810657,LGUP
12/27/2019,795840111939,38590,QBVI,233988,207230,2003,ETQU,"$20,522.00",17269,8/12/2010,307761548,FSGF
4/29/2019,390535768231,39244,SSKH,35412,1125284,2006,AURA,"$8,838.00",4846,11/19/2008,508243698,XMXA
9/30/2019,660709275530,42460,AXBD,141079,1272068,1998,DFGE,"$13,308.00",80384,9/3/2011,583014599,DUHM
4/30/2012,881278870113,41283,GIWP,90182,1223095,2013,AFAR,"$18,519.00",61458,3/8/2012,156501626,VUGJ
10/14/2013,160908737003,43108,KIHQ,159739,1336890,2022,XLVM,"$28,021.00",64690,6/30/2006,171461203,QWER
11/4/2010,348220593917,39937,LGHE,19047,264469,1995,RUUV,"$28,967.00",48183,9/26/2016,835717722,XUWK
10/4/2015,489082670206,43832,XGBM,25721,1360285,2005,MDMX,"$17,770.00",1175,12/21/2011,779908050,FQRJ
1/27/2019,508767720650,41134,EVCO,225673,789424,2018,XEJR,"$16,918.00",47384,7/2/2020,901131506,NBOM
9/8/2018,150066248604,43787,PJAD,124619,992870,1984,HAMV,"$8,357.00",77394,9/23/2019,220970931,RUYF
2/9/2021,710241854378,43217,PFQY,35309,359117,2018,CNGL,"$21,561.00",39569,9/10/2011,410276746,XFJW
8/28/2012,965079710807,41569,YQAG,213665,1382576,1995,JYQM,"$29,277.00",89803,7/6/2006,643732442,SMNO
6/11/2007,536215068840,42212,VRQV,65735,1215141,2015,MSYO,"$25,442.00",57332,4/1/2018,489550270,SPEF
2/20/2005,652842021396,39839,JMUW,191863,1116000,1999,AAAT,"$22,515.00",45802,9/8/2012,245235079,INTX
9/10/2005,826023387698,41366,UQLX,67466,182851,2008,WCDD,"$25,950.00",59997,8/17/2010,799085243,IFXV
2/25/2018,226544066520,41484,GMMB,165768,1232312,1989,OJHG,"$22,760.00",37148,11/26/2015,811024019,PJKE
5/28/2005,531479322114,38449,EPYD,15147,642546,1991,LFNV,"$26,128.00",31637,9/16/2019,636955430,KNSQ
11/13/2015,773360149915,40908,PFGX,33772,1345156,2014,BAOT,"$22,731.00",17315,3/24/2019,569146697,BDNR
6/2/2017,760130354522,40493,GNGR,76556,1372128,2013,JIKF,"$15,091.00",74908,6/1/2015,477290350,MUNS
8/9/2019,575350910142,41882,GKAJ,49144,441494,1986,RJVI,"$26,846.00",96254,1/29/2009,163834756,JGAU
1/25/2005,598515598970,40544,HPXO,77277,491966,1990,YIGK,"$25,881.00",66057,5/2/2011,184314079,KAHA
8/5/2010,672864203901,38940,VWMI,19551,729770,1985,NEFK,"$21,240.00",78336,10/2/2015,762246783,PDGX
12/1/2011,714435765527,38358,PJRC,83326,1235531,2010,LLDW,"$17,920.00",52192,5/20/2005,904868708,NHHT
12/27/2005,294830512268,44109,LCFM,230283,769421,2010,OAMD,"$9,510.00",32104,9/16/2007,470154688,CYXA
3/8/2014,404757666346,42308,NYGN,199229,998842,1993,TEMK,"$22,279.00",80543,7/6/2012,717700053,XBKC
2/9/2005,585944778312,38549,NGSC,213139,1194985,2015,IAKP,"$20,083.00",96037,8/18/2009,915646562,BHAH
10/1/2012,468027320530,43746,RLYR,28102,870168,2005,JXAN,"$5,402.00",16171,7/16/2017,718529455,MLPF
10/20/2019,345211126092,39904,KJJN,66711,654310,2013,MAWN,"$29,224.00",2648,7/4/2009,549437827,YSEF
10/19/2014,430275921911,39832,ENDB,233565,1000470,2000,QOJK,"$7,150.00",15242,7/23/2020,188388124,EXDV
7/16/2018,670592138348,44054,FAWQ,186826,1221928,2005,NAHS,"$24,613.00",86463,10/16/2018,137188427,KSGE
8/2/2016,661798502085,40414,AUOD,179942,465805,2017,LNVG,"$15,534.00",6355,5/2/2021,629338480,SUJM
3/2/2007,542760679581,41084,OURG,145683,1266423,1982,UXRQ,"$14,779.00",30519,3/3/2008,184584476,QTWW
2/4/2007,574103049921,39164,QNGI,107651,603163,2000,TREI,"$26,138.00",93872,8/8/2010,339848973,HPQX
11/5/2014,209716886613,39305,MGCX,118247,1009530,1991,XNCD,"$28,273.00",83888,7/30/2006,236442771,BCQQ
10/2/2016,144218832645,41362,CSXO,212281,695437,1995,AWJF,"$26,385.00",31310,8/5/2020,832841313,EFIH
7/1/2014,881138560878,43011,CCMG,237612,203125,2000,LLNA,"$10,189.00",40959,4/22/2021,143628128,RIJM
8/31/2015,250481699697,39158,RTAQ,180117,1478607,1992,QISX,"$7,761.00",36442,5/4/2018,996713372,JIGR
12/5/2015,254924668687,44153,QFBN,56266,1287955,1992,AQPV,"$18,859.00",35211,6/14/2011,258344823,EUOP
4/15/2009,424953647916,42566,CSDH,41567,97622,1994,TJAL,"$24,140.00",95175,9/15/2020,945201486,SINK
5/24/2011,271925850765,42407,QXWG,219879,1455584,2009,OIIE,"$29,341.00",48218,12/24/2005,231893669,FVDV
1/8/2014,195776960683,43074,TXFS,195266,1122177,1985,BMTX,"$12,080.00",60836,3/16/2021,660325831,WNVV
10/28/2020,392101594520,43543,JPQW,222402,12287,1994,BYRS,"$16,738.00",32786,4/30/2017,477108092,WEYE
3/28/2013,253804813368,43577,ULXV,210061,426144,2000,XJDG,"$29,801.00",27250,4/1/2017,776233426,HRBO
9/21/2018,665384534971,42875,QGJF,46212,883395,1998,FYTY,"$8,601.00",70061,6/25/2007,168538909,KORV
2/18/2017,185409840085,43893,LOBW,190533,901224,2005,IGXS,"$27,140.00",85946,10/18/2014,985682786,ANMP
10/7/2008,112761142190,38554,NHGY,91690,1123517,2008,WRLK,"$13,461.00",29223,10/5/2019,280507748,ISXG
11/4/2020,253869483243,39427,YVQL,169016,426370,1993,HMXS,"$18,837.00",63452,7/6/2011,838197912,CLQX
9/28/2014,962202982741,42022,XHTQ,67020,602378,1998,GCCA,"$24,181.00",37997,9/29/2016,970160678,MPYS
